player_id,name_common,year_id,age,pos,team_id,tmRtg,franch_id,G,Min,MP%,MPG,P/36,TS%,A/36,R/36,SB/36,TO/36,Raptor O,Raptor D,Raptor+/-,Raptor WAR,PIE%,AWS%,USG%,AST%,TOV%,ORB%,DRB%,TRB%,STL%,BLK%,ORtg,%Pos,DRtg,2P%,3P%,FT%,3PAr,FTAr
swanica01,Caleb Swanigan,2020,22,PF,POR,-1.6,POR,20,265,8.3,13.3,8.1,60.5,3.9,12.5,0.9,4.2,-3,-2.3,-5.3,-0.4,6,3.1,12.9,14.2,38.5,9.9,26.2,18.2,0.4,1.6,98.6,15.5,112.9,63.4,0,53.3,4.7,34.9
gabriwe01,Wenyen Gabriel,2020,22,PF,POR,-1.6,POR,17,149,4.7,8.8,9.8,61.4,1.2,8.6,2.6,2.6,-2.6,1.3,-1.3,0.1,4.6,5.6,12.6,4.3,24.8,9.9,15.1,12.5,2.2,2.3,109.1,13.8,111.6,52.9,41.7,80,41.4,34.5
hoardja01,Jaylen Hoard,2020,20,SF,POR,-1.6,POR,13,103,3.2,7.9,13.2,50.4,1.4,11.1,1.7,1.4,-0.1,-3.6,-3.7,-0.1,8,9.6,17.2,5.4,9.6,14.3,17.8,16.1,2.3,0,112.5,18.4,112.3,51.7,0,61.5,9.4,40.6
colliza01,Zach Collins,2020,22,PF,POR,-1.6,POR,3,86,2.7,28.7,11.2,62.4,2.5,5,0.8,2.5,-1.5,6,4.5,0.3,4.8,3.7,13.6,9.1,21.7,4.9,9.5,7.2,0,2,111.9,14.4,118.7,50,42.9,100,36.8,31.6
brownmo01,Moses Brown,2020,20,C,POR,-1.6,POR,9,33,1,3.7,11.9,40.7,1.1,15.2,2.2,3.2,-9.4,-13.1,-22.5,-0.3,3.7,0.8,21.2,4.1,18.2,9.6,34,22,1.4,2.6,80.7,22,107.3,40,NA,37.5,0,80
barneha02,Harrison Barnes,2020,27,PF,SAC,-1.9,SAC,64,2231,71.9,34.9,15.4,57.5,2.5,5,0.8,1.3,-0,-0.6,-0.6,2.4,9.3,9.3,17.6,9.9,8.9,3,12.7,7.7,0.8,0.4,115.6,17.1,115,49.8,38.3,80.3,34.2,34.3
hieldbu01,Buddy Hield,2020,27,SG,SAC,-1.9,SAC,64,2045,65.9,32,22.7,56.6,3.5,5.5,1.4,2.7,1.7,-1.5,0.1,3,11,11.2,27.1,15.8,11.8,3.1,14.1,8.4,1.4,0.8,106.9,26,113,47.7,39.5,85.5,58.2,12.3
bjeline01,Nemanja Bjelica,2020,31,PF,SAC,-1.9,SAC,64,1821,58.7,28.5,15.2,59.7,3.6,8.3,1.7,1.8,2,-1.1,0.8,3.3,10.5,11.6,17.4,14.6,12.6,6.5,19.4,12.8,1.4,1.7,117.4,17.8,111.1,52.4,42.4,82.2,48.8,12.1
josepco01,Cory Joseph,2020,28,PG,SAC,-1.9,SAC,64,1538,49.6,24,9.6,51.3,5.2,3.9,1.6,1.5,-1.7,1,-0.7,1.6,6.8,6.9,13,19.4,14,2.6,9.5,6,1.5,1.3,110.7,14.1,113.7,46,35.1,82.8,36.3,15.7
bogdabo01,Bogdan Bogdanovi?,2020,27,SG,SAC,-1.9,SAC,53,1510,48.7,28.5,18.6,56,4.1,4.1,1.6,2.2,0.8,-0.5,0.3,2.3,9.5,9.7,22.3,17.2,11.5,1.2,11.8,6.4,1.7,0.9,107.9,21.7,112.8,54.1,36.1,72.4,59.5,16.4
foxde01,De'Aaron Fox,2020,22,PG,SAC,-1.9,SAC,45,1426,46,31.7,23.6,55.6,7.8,4.6,2.2,3.6,2.4,-1.8,0.6,2.5,13.2,12,29.6,35.4,14.6,2.3,12.3,7.2,2.2,1.5,110,30.4,111.2,52.3,30.7,70.3,22.1,44.2
holmeri01,Richaun Holmes,2020,26,C,SAC,-1.9,SAC,39,1125,36.3,28.8,16.3,68.5,1.3,10.6,3.1,1.6,0.1,1.4,1.5,2.4,12.2,14.4,16,5.4,11.8,11.5,21.3,16.3,1.7,4.7,131.5,16.1,108.1,65.4,NA,80,0,31.2
arizatr01,Trevor Ariza,2020,34,SF,SAC,-1.9,SAC,32,791,25.5,24.7,8.9,54.3,2.3,6.8,1.9,1.3,-3,1.4,-1.5,0.5,7,7.6,11.3,8.4,13.7,2.9,18.3,10.4,2.2,0.8,107.5,11.4,110.4,48.8,35.2,77.8,73.9,16.4
gilesha01,Harry Giles,2020,21,PF,SAC,-1.9,SAC,38,579,18.7,15.2,16.7,58.6,3.1,10,2.2,2.2,-2.3,-3.2,-5.5,-0.8,10.9,9.7,19.6,13.4,13.4,6.3,25.2,15.5,1.8,2.3,112.4,19.6,108.5,56,NA,76.7,0,20.8
dedmode01,Dewayne Dedmon,2020,30,C,SAC,-1.9,SAC,34,541,17.4,15.9,11.8,47.7,1,11.3,2.8,3.2,-5.8,2.9,-2.9,0,5.4,3.5,18.6,3.9,20.4,9.3,25.9,17.4,1.4,4.6,88.5,18.9,107.8,55,19.7,82.1,41.5,16.4
bazemke01,Kent Bazemore,2020,30,SG,SAC,-1.9,SAC,21,493,15.9,23.5,16.1,54.3,1.8,7.8,2.4,1.9,-1.2,3.4,2.1,1.2,8.6,8.1,19.9,7.1,11.1,2.5,22.1,12,2.5,1.6,104.5,19,108.2,44.6,38.6,72.9,33.7,41.4
ferreyo01,Yogi Ferrell,2020,26,PG,SAC,-1.9,SAC,44,484,15.6,11,14,49.9,4.5,3.6,1.4,1.9,-2.5,1.7,-0.8,0.5,7.4,6.3,18.9,17.6,11.9,1.4,10,5.6,1.4,0.8,102.9,19,114,48,27.5,86.5,40.8,21.9
baglema01,Marvin Bagley III,2020,20,PF,SAC,-1.9,SAC,13,334,10.8,25.7,20.3,51.2,1.1,10.6,2,2,-4.1,-0.2,-4.3,-0.3,10.1,8.7,25.9,5,9.1,9.5,23.6,16.4,0.9,3.4,102.2,24.8,110.2,51,18.2,80.6,13.2,18.6
jamesju01,Justin James,2020,23,SG,SAC,-1.9,SAC,34,218,7,6.4,14.3,48.7,2.7,5,2.5,1.3,-3.3,1.8,-1.6,0.1,6.8,7,19,10.8,8.4,3,12.7,7.8,1.3,3.9,100.1,18.5,111.4,46.2,34.6,47.6,33.3,26.9
lenal01,Alex Len,2020,26,C,SAC,-1.9,SAC,9,150,4.8,16.7,14.4,63.6,1.2,15.6,3.7,2.7,-1.9,7,5.1,0.6,12.3,14.5,16.7,5.1,19.2,19,29.3,24.1,0.7,8.3,119.5,18.1,106.1,61.9,NA,70,0,23.8
tollian01,Anthony Tolliver,2020,34,PF,SAC,-1.9,SAC,9,82,2.6,9.1,4,25.2,1.3,4.9,2.2,1.8,-4.6,0.8,-3.9,0,0.5,-1.1,11.6,4.6,18.3,2.7,12.7,7.6,2.4,1.2,56.9,11.6,110.9,50,13.3,50,88.2,11.8
gabriwe01,Wenyen Gabriel,2020,22,PF,SAC,-1.9,SAC,11,61,2,5.5,11.4,44.4,1.8,6,3,3,-5.9,-5.5,-11.4,-0.3,2.9,2.5,18.9,6.7,18.9,7.2,11.4,9.2,2.4,3.1,86.8,19.4,109.8,55.6,12.5,60,47.1,58.8
swanica01,Caleb Swanigan,2020,22,PF,SAC,-1.9,SAC,7,23,0.7,3.3,8,51.2,3.2,11.1,4.8,9.5,-11.9,-3.4,-15.4,-0.2,-2.2,-8.7,20.6,11.7,55.1,9.6,25.2,17.2,2.1,8.3,61.4,23.4,103.3,50,NA,50,0,50
jeffrda01,DaQuan Jeffries,2020,22,SG,SAC,-1.9,SAC,6,19,0.6,3.2,13.5,50,1.9,1.9,1.9,0,-3.8,4.3,0.5,0,3.3,6,16.1,7.8,0,5.8,0,3,2.6,0,113.6,15.4,114,66.7,25,NA,57.1,0
mikaer01,Eric Mika,2020,25,PF,SAC,-1.9,SAC,1,19,0.6,19,11.6,77.3,0,13.5,0,0,4.1,3.7,7.8,0.1,8,8.5,8.9,0,0,11.6,30.5,20.8,0,0,172.7,9.3,112.7,66.7,NA,100,0,66.7
parkeja01,Jabari Parker,2020,24,PF,SAC,-1.9,SAC,1,15,0.5,15,9.8,29.1,4.9,9.8,0,0,-12.3,-1.7,-13.9,-0.1,6.8,0.8,20,17.4,0,0,30.9,15,0,0,80.7,19.4,113,20,0,100,16.7,33.3
guyky01,Kyle Guy,2020,22,SG,SAC,-1.9,SAC,2,4,0.1,2,18.3,50,0,0,0,0,-1.7,-13.1,-14.9,0,6.3,4.5,21.8,0,0,0,0,0,0,0,98.4,18.4,120.2,100,0,NA,50,0
derozde01,DeMar DeRozan,2020,30,SF,SAS,-1.7,SAS,61,2091,68.4,34.3,23.3,59.7,5.9,5.9,1.3,2.5,2.5,-2.5,0.1,3,14,12.2,26.6,26,11.5,2,15.7,8.9,1.4,0.6,117.3,26.6,114.8,53.5,26.7,84.3,3.1,41.9
aldrila01,LaMarcus Aldridge,2020,34,C,SAS,-1.7,SAS,53,1754,57.3,33.1,20.6,57.1,2.6,8,2.5,1.5,-0.8,0.7,-0.2,2.3,12.1,12.4,23.6,11.4,7.8,6.3,17.8,12,1,4.4,114.6,22.9,112.5,51.9,38.9,82.7,19.8,24.1
forbebr01,Bryn Forbes,2020,26,SG,SAS,-1.7,SAS,63,1579,51.6,25.1,16.1,57,2.5,2.9,0.8,1.3,-0.1,-3.5,-3.7,-0.7,6.5,6.9,18.6,9.6,8.4,0.8,7.8,4.3,1,0,109.3,17.6,118,47,38.8,83.3,65.6,15.5
whitede01,Derrick White,2020,25,SG,SAS,-1.7,SAS,61,1468,48,24.1,15.5,58.5,5.1,4.7,2.3,1.8,0.8,1.7,2.6,4,9.5,9.5,18.2,19.5,12.2,2.2,12,7.1,1.3,3.3,116.8,18.7,114,51.3,35.6,85.7,34.5,37.7
murrade01,Dejounte Murray,2020,23,PG,SAS,-1.7,SAS,58,1447,47.3,24.9,15.4,53.5,5.9,8.3,2.9,2.7,-0.3,0.1,-0.2,1.9,11.7,11.4,20.6,23.7,15.7,5,20,12.5,3.3,1,106.5,21.8,109.2,49.4,37.8,79.8,16.8,17.5
millspa02,Patty Mills,2020,31,PG,SAS,-1.7,SAS,63,1430,46.7,22.7,18.5,58.9,2.8,2.5,1.5,1.3,3,0.4,3.4,4.5,8.1,9.6,20.5,11.3,7.6,1.4,6,3.7,1.7,0.4,114.6,19.4,116.5,52.9,38,86.1,67.5,18.8
gayru01,Rudy Gay,2020,33,PF,SAS,-1.7,SAS,60,1287,42.1,21.5,16.8,54.5,2.8,9,1.5,2.2,-1.7,0.8,-0.9,1.2,10.4,9.1,21.3,11.3,12.4,4.7,22.3,13.5,1,1.9,105.2,21,113.4,51.7,31.4,87.6,36.9,22.5
lylestr01,Trey Lyles,2020,24,PF,SAS,-1.7,SAS,63,1271,41.5,20.2,11.4,55.7,2,10.2,1.6,1.1,-0.6,-1.9,-2.5,0.1,9.2,9.5,13.7,7.3,9.7,6,24.6,15.3,1.1,1.9,112.9,13.9,112.6,50.3,38.7,73.3,49,13.1
poeltja01,Jakob Pöltl,2020,24,C,SAS,-1.7,SAS,58,965,31.5,16.6,11.4,61.1,3.8,11.6,4.3,1.7,0.5,2.8,3.2,3,11.4,13.8,13.3,14.6,15.2,11.6,23,17.3,1.5,7.7,125,15.2,107.7,61.9,NA,48.6,0,33.9
belinma01,Marco Belinelli,2020,33,SG,SAS,-1.7,SAS,52,779,25.5,15,13.9,52.1,3,4.2,0.5,0.7,0,-3.4,-3.3,-0.2,6.9,6.6,17,11.3,5.2,0.6,11.9,6.2,0.6,0.1,107.6,16.3,117.9,42.2,36.8,78,57.2,15.1
walkelo01,Lonnie Walker,2020,21,SG,SAS,-1.7,SAS,53,767,25.1,14.5,14,51.5,2.2,5.4,1.9,1.5,-1.8,-0.8,-2.5,0.1,6.6,6.2,18.2,8.4,9.6,2.8,13.4,8.1,1.8,1.5,101.2,17.6,113.9,44.4,40.8,71.7,26.6,19.9
carrode01,DeMarre Carroll,2020,33,SF,SAS,-1.7,SAS,15,135,4.4,9,8.8,43.7,2.9,8.3,1.1,2.7,-3.1,1.5,-1.6,0.1,2.8,0.7,15.4,10.2,20.9,5.6,19.2,12.4,0.7,1.3,88.1,16.5,114.9,37.5,23.1,60,44.8,69
eubandr01,Drew Eubanks,2020,22,PF,SAS,-1.7,SAS,14,130,4.2,9.3,14.1,77.6,1.4,9.7,2.2,2.8,-3.1,-5.7,-8.8,-0.4,9.1,8.7,14.3,5.5,23.3,6.6,22.4,14.5,0.7,4.1,121.5,14.2,112,74.1,100,72.7,3.6,39.3
johnske04,Keldon Johnson,2020,20,SF,SAS,-1.7,SAS,9,92,3,10.2,16.1,57.9,2.3,6.7,2.3,1.2,-0.6,-0.4,-0.9,0.1,9.3,10.6,18.1,9.4,7.8,5.8,14.1,10,2.6,1,117.3,17.9,112.2,53.8,40,70,16.1,32.3
metuch01,Chimezie Metu,2020,22,PF,SAS,-1.7,SAS,16,73,2.4,4.6,22.7,59.7,3,12.8,2.5,2.5,0.2,0.9,1.1,0.1,15.9,16.8,25.9,13.9,11.5,14.7,23.7,19.2,0.7,4.8,117.4,26.2,111.6,58.8,0,75,2.9,22.9
weathqu01,Quinndary Weatherspoon,2020,23,SG,SAS,-1.7,SAS,3,15,0.5,5,0,0,2.4,2.4,0,0,-7.6,-2.5,-10.1,-0.1,-1.5,-4.7,8.7,7.7,0,0,7.2,3.6,0,0,21.4,8.4,120.6,0,0,NA,33.3,0
samanlu01,Luka Šamani?,2020,20,PF,SAS,-1.7,SAS,1,12,0.4,12,0,0,9,6,0,0,-6.7,-0.7,-7.4,0,1.9,-3.2,14.5,28.9,0,0,18,9,0,0,43,15.6,118.1,0,0,NA,50,0
lowryky01,Kyle Lowry,2020,33,PG,TOR,6.4,TOR,52,1901,61.5,36.6,19.3,58.9,7.5,4.7,1.7,2.9,3.3,0.8,4.2,6.8,12.6,12.6,23.1,31,15,1.7,12,7,1.8,1.1,116.9,24.1,106.8,50.5,35.4,86.1,58.3,39.9
anunoog01,OG Anunoby,2020,22,SF,TOR,6.4,TOR,63,1897,61.4,30.1,12.7,59.8,1.9,6.4,2.5,1.4,-0.9,1.3,0.4,3.1,8.9,10.2,14.4,7.5,11.7,4.2,14.6,9.5,2.2,2.1,113.4,14,104.4,59.3,38.1,68.6,40.8,16.3
siakapa01,Pascal Siakam,2020,25,PF,TOR,6.4,TOR,53,1882,60.9,35.5,23.8,55.9,3.6,7.6,1.9,2.5,0.8,0.4,1.3,3.9,13.6,12.5,28.5,17,10.5,3.3,18.8,11.2,1.3,2.5,108.3,27.2,104.8,50.6,35.9,80,32,27.5
vanvlfr01,Fred VanVleet,2020,25,PG,TOR,6.4,TOR,48,1719,55.6,35.8,17.6,54.6,6.6,3.7,2.2,2.3,1.8,0.9,2.7,4.7,11.2,11.7,22,27.4,12.4,1.1,9.7,5.5,2.5,0.7,111.4,22.4,106,43,38.8,84.3,48.2,23.7
ibakase01,Serge Ibaka,2020,30,C,TOR,6.4,TOR,50,1377,44.5,27.5,20.8,59.3,1.9,10.8,1.7,2.6,-1.9,1.2,-0.7,1.5,13.1,12.6,24.1,8.8,12.9,8.2,23.3,15.9,0.8,2.9,109.6,23.1,104.3,56.2,39.8,74.8,26.6,19.1
powelno01,Norman Powell,2020,26,SG,TOR,6.4,TOR,44,1269,41,28.8,20.3,62.9,2.2,4.5,2,1.8,1,0.2,1.2,2.6,11.5,12.7,21.5,9.7,10,2,11.2,6.7,2.1,1.3,116.7,19.9,106.3,58.9,39.8,83.8,45.7,25.2
daviste02,Terence Davis,2020,22,SG,TOR,6.4,TOR,64,1087,35.2,17,16.3,59.8,3.5,7.1,1.4,2.1,2.1,0.5,2.6,3,10.4,11,18.9,14.6,13.6,4.6,16.3,10.5,1.4,1.1,113.2,18.7,106.3,55,39.6,86.5,56.8,13.3
holliro01,Rondae Hollis-Jefferson,2020,25,SF,TOR,6.4,TOR,52,998,32.3,19.2,13.4,53.3,3.2,9.1,2.4,1.8,0.5,2.6,3.1,3,9.6,10.9,17.2,12.9,12.2,11,15.8,13.4,2.1,2.1,114.9,18.4,104.2,49.3,11.8,73.6,5.8,43.7
gasolma01,Marc Gasol,2020,35,C,TOR,6.4,TOR,36,990,32,27.5,9.9,54.6,4.5,8.2,2.2,1.6,-1.2,3.1,1.9,2.3,9.3,9.4,12.7,16.9,14.6,3.2,20.8,12.2,1.3,3.2,112.5,13.5,103.7,44,40.2,72.2,53.8,15.3
mccawpa01,Patrick McCaw,2020,24,SF,TOR,6.4,TOR,37,908,29.4,24.5,6.7,50,3.1,3.4,1.7,1.1,-3.7,-0.6,-4.3,-0.7,4.9,5.5,9.4,11.4,14.6,2.3,7.6,5,2,0.4,105.2,9.9,108,48.4,32.4,72.2,43.8,11.1
bouchch01,Chris Boucher,2020,27,PF,TOR,6.4,TOR,55,724,23.4,13.2,17.2,57,1.1,12,3.6,1.1,1.3,2.2,3.6,2.3,11.3,14.4,19.4,4.7,7,14,21.1,17.7,1.3,7.1,122.2,19.6,101.3,56.5,28.3,79.6,38.1,39.6
thomama02,Matt Thomas,2020,25,SG,TOR,6.4,TOR,33,321,10.4,9.7,16.7,65,1.9,5.4,0.9,1.3,1.3,-0.4,0.9,0.6,9.2,10.7,17,7.9,9.4,2.4,13.2,7.9,1.2,0,119,15.6,108.4,52.8,46.7,70,67.6,9
brissos01,Oshae Brissett,2020,21,SF,TOR,6.4,TOR,19,135,4.4,7.1,9.8,45.8,1.9,6.9,1.3,1.9,-2.4,-0.1,-2.5,0,3.7,2.9,15,7,14.8,7.2,13,10.2,1.4,0.7,96,15.5,107.4,47.6,20,80,41.7,27.8
millema01,Malcolm Miller,2020,26,SF,TOR,6.4,TOR,25,125,4,5,6.6,43.2,2.3,4,1.7,0.9,0.2,0.9,1.2,0.2,2.7,2.9,10.1,8.3,10.1,0.9,10.8,5.9,1.5,1.5,91.3,10.1,107.5,40,31.6,16.7,79.2,25
johnsst04,Stanley Johnson,2020,23,PF,TOR,6.4,TOR,20,96,3.1,4.8,8.6,34.2,3,8.2,2.2,3,-6.3,5,-1.3,0.1,3.8,-0.1,18.6,11,19.2,3.4,20.5,12.1,2,2,71.6,18.8,103.1,33.3,15.4,83.3,41.9,19.4
hernade01,Dewan Hernandez,2020,23,C,TOR,6.4,TOR,4,11,0.4,2.8,13,34,0,22.8,3.3,3.3,0.7,-2.7,-2.1,0,0,-4.9,26.8,0,14.5,19.6,47,33.6,4.3,0,80.5,27.5,89.6,25,0,100,20,40
pondssh01,Shamorie Ponds,2020,21,PG,TOR,6.4,TOR,4,11,0.4,2.8,29.3,76.5,6.5,3.3,3.3,0,12.8,-29.5,-16.8,-0.1,19.5,23.9,22.9,32.1,0,0,9.4,4.8,0,8.8,164.1,21.7,106.9,66.7,50,100,40,40
watsopa01,Paul Watson,2020,25,SF,TOR,6.4,TOR,3,8,0.3,2.7,4.5,26.6,8.9,8.9,4.5,0,2.4,0.7,3.1,0,11,11.6,10.1,29.8,0,0,25.9,13.2,0,12.1,103.8,12.1,100.3,NA,0,50,100,200
mitchdo01,Donovan Mitchell,2020,23,SG,UTA,3.2,UTA,63,2165,70.4,34.4,25.8,56,4.5,4.7,1.3,2.8,2.5,-2.3,0.2,3.3,12.8,11.7,31,21.2,10.9,2.3,11.2,7,1.5,0.5,109.5,30.1,110.8,50.1,36.4,85.9,34.7,23.5
goberru01,Rudy Gobert,2020,27,C,UTA,3.2,UTA,62,2142,69.6,34.5,15.9,70,1.6,14.5,2.9,2,-0.3,6.6,6.3,9.8,15.2,16.8,16.1,6.5,15.2,11.3,31.3,21.8,1.1,4.8,130.2,16.7,103.2,69.8,NA,62.1,0,72.5
bogdabo02,Bojan Bogdanovi?,2020,30,SF,UTA,3.2,UTA,63,2083,67.7,33.1,22.4,60.3,2.3,4.5,0.7,2.8,1.3,-1.6,-0.3,2.6,10.7,10.1,25.6,9.9,13.1,2.2,11.1,6.8,0.8,0.3,110.6,24.3,112.5,47.9,41.4,90.3,48.9,29.6
inglejo01,Joe Ingles,2020,32,SF,UTA,3.2,UTA,64,1916,62.3,29.9,11.9,58.8,6.3,4.9,1.3,2.4,0.4,0.9,1.3,4,9.5,9.4,15,24,18.9,1.4,12.7,7.3,1.5,0.4,114.5,16.3,110.5,51.6,39.7,77.4,62.8,17
onealro01,Royce O'Neale,2020,26,PF,UTA,3.2,UTA,64,1862,60.5,29.1,7.9,58.4,3.2,6.7,1.5,1,0.5,1.3,1.8,4.3,7.3,7.3,9.3,11.5,12.7,1.4,17.8,10,1.2,1.3,118.6,9.7,109,53.6,38.9,73.5,65.7,15.3
conlemi01,Mike Conley,2020,32,PG,UTA,3.2,UTA,41,1171,38.1,28.6,17.7,52.7,5.6,4.2,1.1,2.4,0.3,-1.5,-1.2,1,9.1,8.5,23,22.8,12.4,2.7,9.5,6.2,1.3,0.3,108.1,23.4,111.8,42.9,37.6,79.5,43.8,24.1
clarkjo01,Jordan Clarkson,2020,27,SG,UTA,3.2,UTA,34,861,28,25.3,22.5,58.4,2.3,4.2,1.4,1.8,3.3,-1.1,2.1,2.1,10.8,11.7,25.3,10.5,8.7,3.5,8.8,6.2,1.5,0.7,111.7,23.6,111.3,57.9,36.6,78,45.4,13.8
niangge01,Georges Niang,2020,26,PF,UTA,3.2,UTA,58,772,25.1,13.3,15.9,61.2,1.7,5.2,0.9,1.2,0.7,-2.2,-1.6,0.5,8.4,9.2,17.1,6.7,8.6,1.8,13.2,7.7,0.8,0.5,115.7,15.9,111.7,53.8,41.6,86.4,69.8,8.3
mudiaem01,Emmanuel Mudiay,2020,23,PG,UTA,3.2,UTA,48,752,24.4,15.7,17.1,55,5.2,5.6,1.4,3.2,-2.4,-1.7,-4.2,-0.5,9.9,7.9,22.4,21.8,16.9,2.6,13.7,8.4,1.2,1.1,104.7,22.9,110.2,51.2,35.5,75.4,26.3,23.9
greenje02,Jeff Green,2020,33,PF,UTA,3.2,UTA,30,553,18,18.4,15.4,52.3,1.3,5.4,1.5,1.8,-3.3,-0.2,-3.5,-0.2,6.3,5.7,19.8,5.2,10.8,2.9,12.7,8,1.1,1.5,101.4,18.8,110.5,45.1,32.7,77.8,53.3,32.3
bradlto01,Tony Bradley,2020,22,C,UTA,3.2,UTA,50,535,17.4,10.7,15.9,67.5,1.2,14.8,2.5,1.6,2.2,1.4,3.7,1.7,12.4,15.7,16.1,4.9,11.8,19.3,24.7,22.1,1.1,3.9,135.5,17.2,105.3,66.2,100,65,0.6,25.8
davised01,Ed Davis,2020,30,C,UTA,3.2,UTA,25,268,8.7,10.7,4.5,42.5,1.1,13,2.6,1.8,-5.8,0.7,-5.1,-0.3,4,4.2,8.5,3.8,25.1,12.4,25.8,19.4,1.8,2.8,98.1,10.2,104.2,41.2,NA,45.5,0,32.4
exumda01,Dante Exum,2020,24,SG,UTA,3.2,UTA,11,83,2.7,7.5,10.6,50.3,3.1,5.3,1.3,4.4,-4.7,1.7,-3,0,3.9,0.1,17.9,11.8,29.5,4.2,11.4,7.9,0.6,2,83.1,18.7,111.5,47.1,33.3,100,26.1,8.7
tuckera01,Rayjon Tucker,2020,22,SG,UTA,3.2,UTA,14,78,2.5,5.6,8.9,44.8,0.9,6.1,0.5,1.4,-3.8,-1.2,-4.9,-0.1,3.6,1,13.6,3.5,12.4,2.9,14.8,9.1,0.6,0,88.3,13.2,112.1,61.5,0,60,31.6,26.3
morgaju01,Juwan Morgan,2020,22,PF,UTA,3.2,UTA,16,74,2.4,4.6,9.4,55.9,1,9.4,0.5,1.5,-1.5,5.1,3.6,0.2,6.9,5.9,11.9,3.8,15,7.8,19.8,14.1,0,1.1,107.9,12.1,111.4,66.7,20,NA,29.4,0
willini01,Nigel Williams-Goss,2020,25,PG,UTA,3.2,UTA,9,28,0.9,3.1,5.2,25.4,6.5,6.5,2.6,2.6,-3.9,4.9,1,0.1,4.1,2.4,15.5,22.3,20.2,8.2,11.2,9.8,1.7,3,80.4,17.9,108.3,20,0,100,28.6,28.6
kiddst01,Stanton Kidd,2020,27,SF,UTA,3.2,UTA,4,15,0.5,3.8,0,0,2.4,7.3,0,4.9,-15.3,6.9,-8.4,0,-6.8,-17.1,14.6,8,40,0,21,11,0,0,13.2,14.9,111.7,0,0,NA,33.3,0
brantja01,Jarrell Brantley,2020,23,PF,UTA,3.2,UTA,5,13,0.4,2.6,0,NA,2.8,14.1,5.6,5.6,-10.2,3.8,-6.4,0,5.9,0,6.8,9.2,100,0,40.3,21.1,0,12.8,26.7,8.5,97.1,NA,NA,NA,NA,NA
onimi01,Miye Oni,2020,22,SG,UTA,3.2,UTA,5,11,0.4,2.2,0,0,0,6.6,0,3.3,-13.5,3.2,-10.3,0,-2.3,-10,12,0,33.3,0,19.1,10,0,0,0,11.3,112.6,0,0,NA,50,0
wrighju02,Justin Wright-Foreman,2020,22,PG,UTA,3.2,UTA,1,2,0.1,2,0,NA,0,0,0,0,-16.3,41.7,25.5,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,117.5,NA,NA,NA,NA,NA
bealbr01,Bradley Beal,2020,26,SG,WAS,-3.9,WAS,57,2053,66.5,36,29.7,57.9,5.9,4.1,1.6,3.3,5.4,-3.8,1.6,4.6,14.9,14.1,34.4,29.1,11.4,2.7,10.6,6.5,1.6,1,113,33.7,117.4,51.5,35.3,84.2,36.9,35.1
bertada01,D?vis Bert?ns,2020,27,PF,WAS,-3.9,WAS,54,1583,51.3,29.3,18.4,62.8,2,5.4,1.5,1.3,2.9,-0.4,2.5,4.3,9.7,11.4,19,8.3,8.2,2.3,15.1,8.5,1.1,1.8,120,17.7,116.8,47.1,42.4,85.2,77.4,20
smithis01,Ish Smith,2020,31,PG,WAS,-3.9,WAS,60,1570,50.9,26.2,14,51.2,6.4,4.2,1.7,1.7,-0.2,-2.7,-2.9,-0.1,9.8,9.3,18.3,25.9,11.2,1.9,11.7,6.6,1.5,1.3,109.2,19,117,48,36.7,68.6,25.8,12
browntr01,Troy Brown Jr.,2020,20,SG,WAS,-3.9,WAS,61,1519,49.2,24.9,13.7,53.4,3.3,7.5,1.9,1.5,-1.2,-0.4,-1.6,0.9,9.8,9.9,17,13,10.5,4.4,19.6,11.7,2.3,0.3,109.7,17.1,114,49.6,34.5,75.4,28.7,22.5
hachiru01,Rui Hachimura,2020,21,PF,WAS,-3.9,WAS,41,1217,39.4,29.7,15.8,54.3,2,7.1,1.2,1.2,-2,-3.3,-5.3,-1.6,9.5,8.9,18.7,8.3,7.5,5.5,17.4,11.2,1.3,0.5,111.8,18.1,116.7,51.7,27.4,82.9,16,24.3
bongais01,Isaac Bonga,2020,20,SF,WAS,-3.9,WAS,58,1025,33.2,17.7,9.1,62.7,2.1,6.3,2,1.4,-0.5,1.8,1.3,2.1,5.8,6.8,10.3,7.7,16.2,6.3,13.6,9.8,1.7,1.8,121.4,11,115.8,57.4,40,81.3,29.9,34.8
thomais02,Isaiah Thomas,2020,30,PG,WAS,-3.9,WAS,40,925,30,23.1,18.5,53.1,5.5,2.6,0.7,2.9,-0.9,-5.8,-6.7,-1.9,7.5,6,24.1,23.2,14.4,1.3,7,4,0.7,0.6,102.8,24.1,120.6,40.5,41.3,81.6,44.4,17.8
bryanth01,Thomas Bryant,2020,22,C,WAS,-3.9,WAS,38,901,29.2,23.7,17.9,65.9,2.8,10.1,1.8,1.9,-1.3,-1.5,-2.8,0,13.3,14.1,18.3,11.9,12.1,8.8,23.4,15.8,0.7,3.2,126.2,18.4,114.8,64,40.7,73.7,17.6,30.9
mahinia01,Ian Mahinmi,2020,33,C,WAS,-3.9,WAS,38,808,26.2,21.3,12.3,54.5,2.1,9.4,3.2,1.9,-2.7,2.7,-0,1.1,7.5,8.7,15.7,8.2,14.8,10.2,19.8,14.8,1.8,4.7,110.5,16.6,112.1,53.8,19.2,61.9,12.4,53.8
