player_id,name_common,year_id,age,pos,team_id,tmRtg,franch_id,G,Min,MP%,MPG,P/36,TS%,A/36,R/36,SB/36,TO/36,Raptor O,Raptor D,Raptor+/-,Raptor WAR,PIE%,AWS%,USG%,AST%,TOV%,ORB%,DRB%,TRB%,STL%,BLK%,ORtg,%Pos,DRtg,2P%,3P%,FT%,3PAr,FTAr
smithde03,Dennis Smith Jr.,2020,22,PG,NYK,-6.5,NYK,34,537,16.8,15.8,12.7,39.9,6.7,5.3,2.4,3.9,-5.2,-0.8,-5.9,-0.9,4.7,2,23.1,26.4,19.8,4.1,11.7,7.7,2.5,1.4,84.1,24.4,112,35.7,29.6,50.9,25.6,25.1
trieral01,Allonzo Trier,2020,24,PG,NYK,-6.5,NYK,24,291,9.1,12.1,19.4,62,3.5,3.6,0.9,2.8,-1.1,-5.7,-6.8,-0.6,8.9,8.2,21.4,14.8,15,2.1,8.7,5.3,0.5,1.3,114.6,21,117.5,60.4,35.8,79.1,50,40.6
harklma01,Maurice Harkless,2020,26,SF,NYK,-6.5,NYK,12,286,9,23.8,10.5,53.6,2.6,5.1,1.5,0.9,-1,-1.1,-2.1,0.1,6.3,6.6,12.4,9.7,8.4,2.9,12.3,7.5,1.5,1,113.6,12.4,114.5,56.1,28,62.5,37.9,36.4
allenka01,Kadeem Allen,2020,27,SG,NYK,-6.5,NYK,10,117,3.7,11.7,15.6,51.2,6.6,2.8,2.2,2.5,1.4,2.9,4.3,0.4,9.2,9,20.6,27,14.1,1.8,6.6,4.1,2.1,1.6,105.7,21.4,114.4,50,31.3,63.6,36.4,25
brazdig01,Ignas Brazdeikis,2020,21,SF,NYK,-6.5,NYK,9,53,1.7,5.9,11.7,35.1,2.8,3.4,0.7,1.4,-3.1,-9.8,-12.9,-0.3,1.7,-1.5,21,10.6,7.6,3.9,6.2,5,0,1.8,82.3,20.3,119.1,38.5,11.1,80,40.9,22.7
gilgesh01,Shai Gilgeous-Alexander,2020,21,SG,OKC,2.5,OKC,63,2214,71.6,35.1,20.1,56.6,3.4,6.3,1.9,1.9,1.8,-0.9,0.8,4,12.7,12.2,23.7,14.8,9.8,2.3,16.4,9.6,1.5,1.7,111.3,23.2,109.2,51.1,35.1,80.1,23.7,33.9
paulch01,Chris Paul,2020,34,PG,OKC,2.5,OKC,63,2003,64.8,31.8,20.3,60.9,7.8,5.7,2,2.5,6.2,-2.1,4,6.9,15.7,16,23.2,33.4,13,1.2,15.5,8.6,2.4,0.4,121.1,24.3,108.5,55.7,36.2,90,34.7,31.1
schrode01,Dennis Schröder,2020,26,PG,OKC,2.5,OKC,63,1952,63.1,31,22.4,57.3,4.8,4.4,1.1,3,-0.4,1.6,1.2,4,11.7,10.2,27.2,21.6,13.2,1.1,11.8,6.6,1.1,0.6,107.8,26.8,112.3,51.2,38.1,83.9,33.9,24.3
gallida01,Danilo Gallinari,2020,31,PF,OKC,2.5,OKC,55,1690,54.7,30.7,22.8,61.1,2.4,6.5,1,1.5,4.1,-1.1,3,5,13.8,14.8,24.4,10.5,7.5,2.2,17.1,9.9,1.2,0.2,119.5,23.1,111,47.4,40.9,88.6,53.8,35.2
adamsst01,Steven Adams,2020,26,C,OKC,2.5,OKC,58,1564,50.6,27,14.8,60.5,3.3,12.7,2.7,2,1,1.2,2.2,3.9,13.9,16.4,17.2,13.5,14.1,14.4,23.8,19.3,1.6,3.5,123,19,105.8,59.3,33.3,59,0.7,41.3
fergute01,Terrance Ferguson,2020,21,SF,OKC,2.5,OKC,50,1170,37.8,23.4,6.5,50.4,1.4,2.3,1.3,0.9,-3.6,-0.1,-3.7,-0.6,1,1.3,9,5,12.6,2.3,4.6,3.5,1.1,1.2,99.8,9,113.7,63.6,29.7,78.9,77.9,9.5
noelne01,Nerlens Noel,2020,25,C,OKC,2.5,OKC,55,1014,32.8,18.4,15.3,71.4,1.9,9.8,5,1.9,-1.3,2.6,1.4,2.1,12.7,15.8,15.3,7.9,15.4,9.3,20,14.8,2.7,6.9,130.4,15.7,101.8,68.9,33.3,76.5,1.2,38.6
bazleda01,Darius Bazley,2020,19,PF,OKC,2.5,OKC,53,909,29.4,17.2,9.6,47.5,1.2,7.9,2.2,1.6,-5.6,2.7,-2.9,-0.1,7,5.8,14.1,4.3,13.8,2.7,20.7,12,1.1,3.3,90.1,13.8,108,44.6,30,68.1,43.5,20.4
naderab01,Abdel Nader,2020,26,SF,OKC,2.5,OKC,48,756,24.5,15.8,13.9,58,1.7,4.3,1.9,1.7,-3.7,0.8,-2.9,-0.1,6.8,7,16.5,6.6,12.7,2.1,10.8,6.6,1.3,2.3,107.1,16,110.8,53,37.1,77.4,47.7,28.2
diallha01,Hamidou Diallo,2020,21,SF,OKC,2.5,OKC,38,699,22.6,18.4,12.2,48.8,1.1,6.4,1.9,1.9,-4.4,1.9,-2.6,0.1,5.1,3.8,17.4,4.5,13.4,4.8,14.3,9.7,2,1,92.8,17.1,109.3,50,20,62.2,16,20.5
dortlu01,Luguentz Dort,2020,20,SG,OKC,2.5,OKC,29,637,20.6,22,10.3,52.1,1.2,3.1,1.4,0.9,-2.1,3.1,1,1.2,3.1,3.5,13,4.5,8,2.7,6.6,4.7,1.8,0.3,105,12.6,112.3,51.2,30.1,77.8,46.5,22.9
muscami01,Mike Muscala,2020,28,C,OKC,2.5,OKC,41,492,15.9,12,14,56,2.5,7,1.4,1,-2,1.8,-0.1,0.7,8.3,9.1,16.4,9.8,7.7,3,17.7,10.6,0.8,1.9,113.1,16.1,110.3,53.8,35.8,81.8,75.5,13.8
burtode02,Deonte Burton,2020,26,SG,OKC,2.5,OKC,34,284,9.2,8.4,12.1,42.6,1.4,6.2,1.9,1.8,-7,-1.5,-8.6,-0.8,4.1,1.7,19.3,5.6,11.3,2.4,15.9,9.4,0.9,3,82.6,18.5,109.9,49.2,21.7,50,43.8,11.4
pattoju01,Justin Patton,2020,22,C,OKC,2.5,OKC,5,24,0.8,4.8,13.7,45,3,7.6,0,3,-5.3,-5.9,-11.2,-0.1,3.7,-0.8,22.1,12.5,16.7,4.8,17.9,11.6,0,0,85.6,22.2,113.3,50,25,NA,40,0
hallde01,Devon Hall,2020,24,SG,OKC,2.5,OKC,5,20,0.6,4,9.1,37,5.5,1.8,0,1.8,0.6,-7.2,-6.6,0,2.6,-1.1,17.1,19.1,12.9,0,5.4,2.8,0,0,86.3,17.9,116.9,33.3,0,75,40,80
herveke01,Kevin Hervey,2020,23,PF,OKC,2.5,OKC,7,19,0.6,2.7,3.8,9.1,1.9,3.8,0,0,-18.2,-2,-20.2,-0.2,-8.1,-17.5,25.5,6.7,0,0,11.3,5.8,0,0,26.4,23.4,115.3,33.3,0,NA,72.7,0
robyis01,Isaiah Roby,2020,21,SF,OKC,2.5,OKC,3,11,0.4,3.7,0,0,0,6.6,0,3.3,-11.4,-2.9,-14.3,-0.1,-2.3,-9,8,0,50,0,19.5,10.1,0,0,0,7.9,113,0,NA,NA,0,0
fournev01,Evan Fournier,2020,27,SG,ORL,-1,ORL,61,1931,61.8,31.7,21.8,59.9,3.7,3,1.6,2.3,0.9,-0.9,-0,2.7,10.4,10.8,24.2,16.5,11.1,0.9,8.1,4.4,1.8,0.7,112.1,23,111.9,52.5,40.6,82,46.7,23.6
gordoaa01,Aaron Gordon,2020,24,PF,ORL,-1,ORL,58,1914,61.2,33,15.9,51.1,4.1,8.4,1.6,1.8,0.1,-1.4,-1.3,1.4,10.6,10.3,20.6,17.2,10.3,5.6,19.6,12.4,1.3,1.7,106.6,20.8,109.5,49.2,30.1,67.5,31.1,28
fultzma01,Markelle Fultz,2020,21,PG,ORL,-1,ORL,64,1813,58,28.3,15.6,52.3,6.7,4.3,1.9,2.6,-0.5,-1.3,-1.8,0.9,10.1,9,20.7,28.8,15.1,2,10.9,6.3,2.2,0.5,105,21.6,110.3,52,25.4,72.3,17.5,20.9
vucevni01,Nikola Vu?evi?,2020,29,C,ORL,-1,ORL,54,1763,56.4,32.6,21.8,54,4.2,12.4,1.9,1.6,0.4,1.3,1.7,4,16.2,16.1,25.8,20,7.3,7.6,29.4,18.1,1.3,2.4,112.7,25.5,106.7,52.3,32.9,78.1,27.4,16
rosste01,Terrence Ross,2020,28,SG,ORL,-1,ORL,63,1723,55.1,27.3,19.8,54.8,1.6,4.3,1.9,1.3,0.6,-1.1,-0.6,1.9,9.2,9.9,22.8,6.8,6.8,0.8,12.3,6.3,2,1.2,106.4,20.9,110.1,47.7,35.7,84.5,58.4,20.7
augusdj01,D.J. Augustin,2020,32,PG,ORL,-1,ORL,49,1215,38.9,24.8,15.4,54.8,6.7,3.3,0.9,2.1,0,-1.3,-1.2,0.9,9.9,9.6,19.1,26.7,12.9,1.5,8.3,4.8,1.2,0.1,114,20,113.6,43,34.5,88.5,43.8,39.5
isaacjo01,Jonathan Isaac,2020,22,SF,ORL,-1,ORL,32,949,30.4,29.7,14.8,54.2,1.7,8.6,4.9,1.8,-1.2,4.8,3.6,3.1,10.4,12,18.3,7,11.7,6.2,19.3,12.6,2.6,7.4,105.5,17.9,102.5,51.5,33,76.7,28.3,22.7
bambamo01,Mo Bamba,2020,21,C,ORL,-1,ORL,60,868,27.8,14.5,14,54.9,1.8,12.6,4.5,1.8,-1.1,2.4,1.3,1.8,10.5,12.8,17.2,7.3,12.2,11.7,25.7,18.5,1.2,8.9,111.1,17.7,102.8,53.4,35.6,67.4,36.9,16.3
iwundwe01,Wesley Iwundu,2020,25,SF,ORL,-1,ORL,45,810,25.9,18,10.7,52.1,2.1,5.1,1.6,0.8,-2.1,0.6,-1.5,0.5,6.3,6.5,13.1,7.9,7.3,2.9,12.4,7.5,1.5,1.2,110.9,13,111,44.1,31.3,81.6,34.5,39.2
birchkh01,Khem Birch,2020,27,C,ORL,-1,ORL,40,777,24.9,19.4,7.2,52.9,1.6,8.5,1.7,1.1,-3.2,1.3,-1.8,0.4,5.7,7,9.3,6.1,13.7,9.3,15.7,12.4,1,2.4,116.1,10.5,110.4,49.1,0,61.2,0.9,58.3
cartemi01,Michael Carter-Williams,2020,28,SG,ORL,-1,ORL,42,773,24.7,18.4,14.3,53.9,4.8,6.6,3.1,2.3,1.3,3.2,4.5,2.9,9.6,10.6,18.4,19.4,14.6,5.9,13.8,9.7,2.8,2.3,110.1,19.4,106.8,48.9,29.4,82.8,28.1,36
aminual01,Al-Farouq Aminu,2020,29,PF,ORL,-1,ORL,18,380,12.2,21.1,7.5,39.5,2,8.4,2.5,1.6,-5.6,3,-2.7,0,5.3,5.4,13.2,7.4,14.7,6.6,18.4,12.3,2.3,1.9,88.3,13.8,107.3,32,25,65.5,41.9,33.7
ennisja01,James Ennis,2020,29,SF,ORL,-1,ORL,12,277,8.9,23.1,10.7,53.7,1.7,6.5,1.6,1.6,-2.5,0.8,-1.6,0.2,6.1,6,13.7,6.6,13.7,4.9,14.4,9.5,1.1,2,105.2,13.7,111,51.4,30.3,88.2,48.5,25
clarkga01,Gary Clark,2020,25,PF,ORL,-1,ORL,17,213,6.8,12.5,7.2,49,0.5,7.7,1.7,0.5,-3.4,1.6,-1.7,0.1,5.7,7.5,9.3,1.9,6.5,7.8,15.1,11.3,0.7,3,110.4,9.6,111,71.4,28.6,100,83.3,4.8
jeffeam01,Amile Jefferson,2020,26,PF,ORL,-1,ORL,18,74,2.4,4.1,7.4,37.2,2,11.4,2,1.5,-7.6,3,-4.7,-0.1,3.9,5.5,13.5,7.2,13,14,19.5,16.7,0.7,3.7,94.3,15.5,109.5,35.7,NA,35.7,0,100
frazime01,Melvin Frazier,2020,23,SG,ORL,-1,ORL,15,51,1.6,3.4,12.9,48,0.7,2.9,4.3,2.2,-3.1,0.6,-2.5,0,1.7,3.1,18.5,2.8,13.8,2,6.5,4.2,3.8,3.5,86.1,17.3,105.2,20,57.1,50,41.2,23.5
johnsbj01,B.J. Johnson,2020,24,SF,ORL,-1,ORL,8,46,1.5,5.8,10.3,34.4,1.6,4.8,1.6,2.4,-10.9,1.2,-9.7,-0.2,3.5,0.1,20.6,6.1,13.7,2.3,12.1,7,2.1,0,69.2,19.8,110.8,33.3,16.7,100,33.3,11.1
magetjo01,Josh Magette,2020,30,PG,ORL,-1,ORL,8,38,1.2,4.8,11.6,37.8,4.8,5.8,3.9,4.8,-7.8,10.8,3,0.1,3.9,0.5,23.8,19.2,23.9,2.7,14.6,8.5,3.9,2.4,71.1,24.5,104.3,36.4,25,50,26.7,13.3
lawvi01,Vic Law,2020,24,SF,ORL,-1,ORL,5,9,0.3,1.8,0,0,0,4.1,0,0,-28.4,8.9,-19.5,-0.1,-11.1,-16.4,18.6,0,0,0,12.4,6,0,0,0,16.7,115.5,0,0,0,33.3,66.7
harrito02,Tobias Harris,2020,27,PF,PHI,2.2,PHI,65,2243,71.5,34.5,20.5,55.7,3.3,7.1,1.4,1.6,0.6,-0.7,-0.1,3,12.6,12,23.6,14.6,7.9,2.7,19,10.8,1.1,1.3,111.7,22.3,109.3,52.1,36.2,80.6,30.9,18.3
simmobe01,Ben Simmons,2020,23,PG,PHI,2.2,PHI,54,1930,61.6,35.7,17,60.8,8.3,8,2.8,3.6,0.2,2.2,2.4,5.1,14.7,15.1,20.9,34.8,20.6,6.2,18,12.1,2.9,1.4,116.2,23.1,105.3,58.8,33.3,62.7,1,46
horfoal01,Al Horford,2020,33,C,PHI,2.2,PHI,60,1848,58.9,30.8,14.2,52.6,4.8,8.1,2.1,1.3,0.4,1,1.4,3.9,11.5,12.4,17.6,19.2,8.7,5.5,19.1,12.3,1.4,2.5,114.4,17.9,107.6,51.3,33.7,75.3,40.4,11.2
richajo01,Josh Richardson,2020,26,SG,PHI,2.2,PHI,48,1474,47,30.7,16.4,52.6,3.7,4,2,2.2,-0.3,1,0.7,2.6,7.8,7.3,21.1,14.8,12.6,2.8,9.4,6.1,1.5,2,103.2,20.6,109.8,48.9,32.7,78.9,37.3,22.3
korkmfu01,Furkan Korkmaz,2020,22,SG,PHI,2.2,PHI,64,1398,44.6,21.8,16.2,57.1,1.8,3.9,1.3,1.4,0,0.1,0.1,2.1,7.7,8.6,18.5,7.3,8.7,1.3,10.4,5.8,1.3,0.9,108.6,16.9,111,48.7,39.7,73.6,61.7,14
embiijo01,Joel Embiid,2020,25,C,PHI,2.2,PHI,44,1329,42.4,30.2,28.3,59.3,3.8,14.3,2.6,3.7,1.1,3.6,4.7,5.1,18.6,17.9,32.6,17.3,13.4,10.1,33.1,21.6,1.4,3.7,114.3,32.2,103.5,51.1,34.8,81.4,23,54.5
scottmi01,Mike Scott,2020,31,PF,PHI,2.2,PHI,63,1119,35.7,17.8,11.7,53.9,1.6,7.3,0.8,0.8,0.4,-1.8,-1.4,0.7,7.3,8.2,13.8,5.9,6.7,5.7,16.5,11.1,0.8,0.4,113.2,13.3,111,49.6,35.8,83.3,63.9,9.4
thybuma01,Matisse Thybulle,2020,22,SG,PHI,2.2,PHI,57,1110,35.4,19.5,8.8,53,2.3,2.8,3.9,1.5,-1.8,3.5,1.7,2.5,4.3,6.9,11.6,8.3,15.1,3.5,5.1,4.3,3.5,3.1,103.4,11.7,105.4,50,35.2,61,60.7,17.5
ennisja01,James Ennis,2020,29,SF,PHI,2.2,PHI,49,776,24.8,15.8,13.4,56.4,1.9,7,1.7,1.5,0.2,-1.3,-1.2,0.6,7.5,8.6,15.8,7.4,10.9,6.8,14.5,10.7,1.4,1.5,113.5,15.6,109.1,52.5,34.9,78.7,46.9,27
miltosh01,Shake Milton,2020,23,SG,PHI,2.2,PHI,32,611,19.5,19.1,18.1,63.3,4.2,4.1,1.5,2.3,1.1,-2.6,-1.5,0.4,9.6,10.4,19.6,17.4,13.7,2,10.3,6.1,1.5,0.8,117.3,19.1,110.4,54.1,45.3,76.5,48.8,23.5
netora01,Raul Neto,2020,27,PG,PHI,2.2,PHI,49,565,18,11.5,13.7,56.2,5,3.4,1.7,2.7,-1.9,3.6,1.8,1.3,7.8,7.6,17.6,19.3,18.2,2.1,8,5.1,1.9,0.8,105.6,18.1,110.2,49,39.4,83.9,40.6,17.7
burketr01,Trey Burke,2020,27,PG,PHI,2.2,PHI,25,329,10.5,13.2,16.3,54.5,5.9,3.9,0.9,1.3,2.4,-1.5,0.9,0.6,10,11.1,19.3,24.2,8.2,5,6.7,5.9,1,0.3,118.3,19.8,112.8,48.3,42.1,72.2,29.9,14.2
oquinky01,Kyle O'Quinn,2020,29,C,PHI,2.2,PHI,26,258,8.2,9.9,12.3,54.1,4.9,13.8,3.8,2.5,-1.6,-2.7,-4.3,-0.2,12,13.7,16.5,19.1,18.3,13.7,28.3,21,0.9,7.3,113.4,18.7,102.7,57.1,30.4,52.6,31.9,26.4
robingl02,Glenn Robinson III,2020,26,SF,PHI,2.2,PHI,12,227,7.2,18.9,14.3,59.4,1.8,5.5,1.6,0.5,2.6,-5.9,-3.3,-0.1,9.5,11.5,14.8,7.1,3.8,5.8,10.7,8.3,1.7,0.7,125.7,14.1,110,62,28.6,100,29.6,12.7
burksal01,Alec Burks,2020,28,SG,PHI,2.2,PHI,11,222,7.1,20.2,19.4,52.7,3.3,5.9,1.3,1.5,-0.5,-0.3,-0.8,0.2,10.7,10.7,23.5,13.4,7.4,3,14.9,9,1.8,0,109.5,22.4,109.7,45.1,32.7,88.9,49,27
pelleno01,Norvel Pelle,2020,26,C,PHI,2.2,PHI,20,178,5.7,8.9,8.6,52.1,1.4,12.3,5.3,2.7,-5.4,-3.3,-8.7,-0.5,5.7,5.4,12.9,5.3,24.4,9.9,27.3,18.6,0.3,12,95.6,13.9,100.5,51.4,NA,50,0,34.3
smithzh01,Zhaire Smith,2020,20,SG,PHI,2.2,PHI,7,32,1,4.6,9.1,31.3,2.3,2.3,3.4,2.3,-7.4,-2.2,-9.6,-0.1,-0.8,-3.2,19.9,8.3,13.6,0,6.9,3.5,4.6,0,64.7,19,105,37.5,0,50,27.3,36.4
boldejo01,Jonah Bolden,2020,24,PF,PHI,2.2,PHI,4,14,0.4,3.5,10.4,51.5,0,2.6,2.6,5.2,-8.5,-16,-24.6,-0.2,-5.5,-9.1,18.1,0,34,0,7.9,3.9,3.5,0,56.3,17.1,106.6,100,0,0,33.3,66.7
shayoma01,Marial Shayok,2020,24,SG,PHI,2.2,PHI,2,10,0.3,5,10.9,30,3.6,10.9,0,3.6,0,-4.2,-4.1,0,5.1,-2.4,25.9,13.4,16.7,0,33.1,16.6,0,0,61.3,24.7,109.8,0,33.3,NA,60,0
bookede01,Devin Booker,2020,23,SG,PHO,-1.3,PHO,62,2241,71.5,36.1,25.7,61.7,6.5,4.1,1,3.9,4.2,-3.2,1,4.3,14,12.1,29.5,30.2,15.7,1.3,11.7,6.4,1,0.6,114.2,29.2,114.6,54.4,36,91.6,31.3,39.5
oubreke01,Kelly Oubre Jr.,2020,24,SF,PHO,-1.3,PHO,56,1933,61.7,34.5,19.2,56,1.6,6.6,2,1.5,0,0.6,0.6,3.3,9.7,10,22.4,6.7,8.2,3.8,17.3,10.4,1.7,1.8,109,20.7,110.7,51.1,35.2,78,37.2,29.8
rubiori01,Ricky Rubio,2020,29,PG,PHO,-1.3,PHO,57,1802,57.5,31.6,14.7,53.1,10,5.2,1.9,3.1,1.7,0.1,1.8,4.2,12.2,11.6,20.2,39.9,18.1,2.5,14,8.2,2.3,0.4,111.8,22.5,111.2,44,35.1,85.3,30.8,33.4
bridgmi01,Mikal Bridges,2020,23,SF,PHO,-1.3,PHO,65,1772,56.5,27.3,11.3,62.3,2.3,5.2,2.6,1.3,0,1.7,1.7,4,8.3,9.9,12.4,8.9,12.5,3.6,12.8,8.1,2.5,1.9,118.9,12.3,110,62.1,35.2,84.8,39.1,25.8
saricda01,Dario Šari?,2020,25,PF,PHO,-1.3,PHO,58,1441,46,24.8,14.4,57.2,2.7,8.5,1.2,1.8,-0.6,-0.2,-0.8,1.4,9.6,9.9,17.2,10.9,12.3,6.7,20.2,13.3,1.1,0.9,112.2,17.1,112.1,56.3,34.1,83.2,45.5,20.2
johnsca02,Cameron Johnson,2020,23,PF,PHO,-1.3,PHO,49,996,31.8,20.3,14.2,57.6,1.9,5,1.6,1,-1,-0.2,-1.3,0.8,7.6,9.7,16,7.4,7.7,4.3,11.5,7.8,1.4,1.4,113.7,15.1,113,46.9,39.7,76.1,70.5,14.2
aytonde01,Deandre Ayton,2020,21,C,PHO,-1.3,PHO,30,996,31.8,33.2,20.3,57.1,2,12.8,2.6,2.5,-1.6,2.5,0.8,1.8,14.2,14.4,24.3,9.7,12.4,13.5,27,20.1,1,4.5,109.9,23.8,108.2,55.2,0,76.9,0.6,16.8
baynear01,Aron Baynes,2020,33,C,PHO,-1.3,PHO,42,934,29.8,22.2,18.3,58.1,2.5,9,1.3,1.9,-0.7,-0.1,-0.9,0.9,9.5,9.9,21.1,11,10.8,8.3,20.2,14.1,0.5,2.2,112.9,20.5,112.5,58.2,35.1,74.7,44.1,19.7
carteje01,Jevon Carter,2020,24,PG,PHO,-1.3,PHO,50,754,24.1,15.1,10.9,53.5,3.1,4.6,2.4,1.5,-0.9,0.1,-0.8,0.8,6.2,7.6,13.9,11.7,12.6,3.6,11,7.2,2.4,1.5,106.9,13.9,110.9,40.9,39.3,84,57.1,12.2
kaminfr01,Frank Kaminsky,2020,26,C,PHO,-1.3,PHO,32,718,22.9,22.4,17.4,55.4,3.5,7.8,1.1,1.6,-1.8,-0.8,-2.6,0.1,10.3,10.1,20.8,14.8,9.4,4.6,20.2,12.2,0.9,1.2,111.2,20.2,112.5,52.7,34.8,67,40.1,31.5
okoboel01,Elie Okobo,2020,22,PG,PHO,-1.3,PHO,54,707,22.6,13.1,10.8,51.1,5.7,4.4,1.4,1.9,-1.7,-2.8,-4.5,-0.6,7.4,7.2,14.9,21.5,15.3,2.5,11.6,6.9,1.6,0.5,107.3,15.9,113.3,42.7,35.2,68.7,39.2,37
johnsty01,Tyler Johnson,2020,27,SG,PHO,-1.3,PHO,31,515,16.4,16.6,12.3,48.1,3.4,3.6,1.4,1.7,-4.8,-1,-5.7,-0.8,5.2,4.4,17.3,13.5,11.5,2.1,9.3,5.6,1.1,1.4,98,16.9,114.3,46.6,28.9,75,48.5,18.7
diallch01,Cheick Diallo,2020,23,C,PHO,-1.3,PHO,44,467,14.9,10.6,16,68.8,1.7,9.7,1.7,2.3,-1.6,0.8,-0.7,0.5,11.8,11.2,16.7,7.2,16.4,6.5,24.1,15.1,1,2.3,119.5,15.9,110.5,65.2,50,86.5,1.5,27
jeromty01,Ty Jerome,2020,22,PG,PHO,-1.3,PHO,28,315,10,11.3,11,43.7,4.8,4.6,1.9,2,-2.9,-1.8,-4.7,-0.3,5.9,4.8,17.6,18.8,13.8,2.1,12.6,7.2,2.1,0.8,92.8,17.9,111.6,40.7,27.7,78.6,44.3,13.2
boldejo01,Jonah Bolden,2020,24,PF,PHO,-1.3,PHO,3,33,1.1,11,6.5,33.8,0,8.6,4.3,0,-4.1,3.5,-0.6,0,2.6,4.2,11.4,0,0,9.9,17.2,13.5,2.9,5.3,93.5,11.5,105.5,40,0,100,37.5,25
lecquja01,Jalen Lecque,2020,19,PG,PHO,-1.3,PHO,4,26,0.8,6.5,13.7,46,2.7,0,0,1.4,-3.1,-2,-5.1,0,2.8,-0.4,19.4,11.1,8.4,0,0,0,0,0,93.9,18.3,119.7,66.7,0,100,40,20
owensta01,Tariq Owens,2020,24,PF,PHO,-1.3,PHO,3,15,0.5,5,9.5,34,0,7.1,2.4,0,-3.4,-14.7,-18.1,-0.1,3.3,5.4,16.7,0,0,14.5,7.6,11.1,3.2,0,95.5,16.8,111,33.3,0,100,40,40
harpeja01,Jared Harper,2020,22,PG,PHO,-1.3,PHO,3,8,0.3,2.7,8.9,25,0,0,0,0,-12.7,-17.3,-30,-0.1,-3.1,-8,21.3,0,0,0,0,0,0,0,53.9,18.5,119.9,50,0,NA,50,0
mccolcj01,CJ McCollum,2020,28,SG,POR,-1.6,POR,62,2229,70.1,36,22.4,54.3,4.3,4.1,1.4,1.9,2.7,-1.3,1.5,4.8,10.7,10.2,26.7,19.3,8.3,1.9,9.7,5.9,1,1.5,110.6,26,116.9,49.7,38,75,37.8,13.5
lillada01,Damian Lillard,2020,29,PG,POR,-1.6,POR,58,2140,67.3,36.9,28,61.9,7.6,4.2,1.3,2.8,7.9,-2,5.9,9.6,16.9,17.3,30.2,34.1,11,1.5,10.5,6.1,1.3,0.8,124.6,30.8,116.4,51.8,39.4,88.8,49.3,37.7
whiteha01,Hassan Whiteside,2020,30,C,POR,-1.6,POR,61,1911,60.1,31.3,18.6,64.1,1.4,16.3,3.9,2.2,0.9,2.4,3.3,5.9,16.6,17.6,19.8,6,13.1,13.4,33.4,23.6,0.6,8.3,124,20.5,106,61.9,57.1,68,1,33.3
anthoca01,Carmelo Anthony,2020,35,PF,POR,-1.6,POR,50,1623,51.1,32.5,16.8,51.7,1.7,6.9,1.4,1.9,-1.6,-3.5,-5.1,-1.9,8,6.5,21.6,7,10.5,4,15.8,10,1.2,1.2,102.3,20.9,114.7,44.7,37.1,84.3,28.6,19.7
simonan01,Anfernee Simons,2020,20,SG,POR,-1.6,POR,65,1400,44.1,21.5,14.6,50.6,2.4,3.8,0.9,1.6,-2.4,-3.6,-6,-2.3,5.4,4.2,19,9.4,9.7,1.9,8.9,5.4,0.9,0.6,102.1,18.4,117.9,44.8,33.8,82.6,41.7,17.5
bazemke01,Kent Bazemore,2020,30,SF,POR,-1.6,POR,43,1111,35,25.8,10.9,47.5,2,5.5,2.4,1.9,-3.4,2.6,-0.7,1.1,4.8,3.6,16,7.2,14.4,1.2,14.6,8,1.9,2.4,91.9,15.6,112.6,36.8,32.7,80.6,52.5,22.1
trentga02,Gary Trent Jr.,2020,21,SG,POR,-1.6,POR,53,1059,33.3,20,13.7,55.5,1.7,3,1.8,0.6,-0.4,-0.7,-1.1,0.9,6.5,8,15.4,6.5,4.9,2,6.6,4.3,1.8,1,115,14.6,116.4,47.7,38.8,83.3,57.4,10.3
hezonma01,Mario Hezonja,2020,24,PF,POR,-1.6,POR,47,767,24.1,16.3,10.5,53.2,2,7.5,1.7,1.7,-3.4,-1,-4.4,-0.6,6.4,5.4,13.7,7.2,14.9,3.6,18.1,10.9,1.7,1,104,13.9,112.8,48,32.8,82.4,33.9,27
arizatr01,Trevor Ariza,2020,34,SF,POR,-1.6,POR,21,702,22.1,33.4,11.8,64.3,2.1,5.1,2.1,1.4,0.1,1.6,1.7,1.6,8.3,9.3,12.6,7.7,13.5,1.9,12.6,7.4,2.3,1,121,12.5,113.3,59.5,40,87.2,53.5,29.6
hoodro01,Rodney Hood,2020,27,SF,POR,-1.6,POR,21,619,19.5,29.5,13.3,62.5,1.8,4.2,1.2,1.1,0.4,-0.1,0.3,1,7.5,8.1,13.9,7.1,9.4,1.7,10.2,6,1.3,0.5,120.8,13.4,116.6,51.5,49.3,77.8,41.3,15.7
littlna01,Nassir Little,2020,19,PF,POR,-1.6,POR,48,573,18,11.9,10.7,50.5,1.4,6.7,1.7,0.9,-1.5,-1.6,-3.1,-0.1,5,5.1,13.7,5.1,8.1,5.7,13.7,9.8,1.1,2.1,108.2,13.8,114.9,55.4,23.7,63.6,39.1,29.1
labissk01,Skal Labissière,2020,23,C,POR,-1.6,POR,33,567,17.8,17.2,12,58.8,2.6,10.7,2.4,1.9,-1.3,0.3,-0.9,0.5,8.5,9.2,14.3,10.2,15.7,12.1,18.7,15.4,0.6,4.6,120.5,16,112.7,58.2,23.1,75.8,8.8,22.4
tollian01,Anthony Tolliver,2020,34,PF,POR,-1.6,POR,33,554,17.4,16.8,8.3,51.5,1.9,7.1,1.1,1.4,-3.6,-0.4,-3.9,-0.3,4.9,4.9,11.2,6.6,14.3,5.1,15.3,10.3,0.7,1.4,105.9,11.7,115.9,46.4,33.7,68.4,76.1,16.2
